"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Sox10",1.62464553714065e-147,-9.41065426590795,0.003,0.556,3.06928034876612e-143
"Id2",1.83031730984782e-92,2.97205106034132,0.989,0.435,3.45783546176451e-88
"Fos",6.53611262039557e-74,4.79338486445385,0.821,0.107,1.23480239624513e-69
"Ptma",5.2671559802503e-69,-1.42347851702512,0.852,0.991,9.95071107788887e-65
"Cenpa",1.89537626744711e-50,-3.69127139842005,0.032,0.332,3.58074484446108e-46
"Cdk4",5.75158582770706e-47,-1.78332521722387,0.398,0.808,1.08658959457042e-42
"Top2a",5.89607319008495e-46,-3.54049649470585,0.042,0.341,1.11388614707085e-41
"Ccnd2",1.2242993956876e-42,2.63306001831169,0.737,0.21,2.31294641833301e-38
"Tcf7l2",2.35849260824184e-42,-2.84404320248831,0.102,0.458,4.45566423549048e-38
"Sirt2",4.33588111298288e-39,-4.09400403367391,0.43,0.724,8.19134659864726e-35
"Hmgb1",1.48419094340946e-38,-1.3810232716323,0.577,0.907,2.80393353028914e-34
"Nap1l5",3.43666248610354e-35,-1.88089882102691,0.294,0.687,6.49254276874681e-31
"Hes5",3.53819112153133e-33,2.3417664040907,0.714,0.257,6.68435066679698e-29
"Barx2",2.13036232845704e-32,-4.23780233903723,0.036,0.257,4.02468051092105e-28
"Hmgn2",9.27510712844581e-30,-1.72647671251081,0.3,0.654,1.75225323870598e-25
"Chd7",4.58747272249767e-29,-1.89687301321901,0.141,0.472,8.6666534673426e-25
"H3f3b",5.44695757679584e-29,-0.707758576967516,0.991,1,1.02903922540827e-24
"Chtop",1.03629083907384e-28,-1.44049023889904,0.361,0.715,1.9577606531783e-24
"Ran",4.11487601339177e-28,-1.20213597092757,0.681,0.86,7.77382376449974e-24
"Tmpo",1.53634994030133e-27,-2.44625680992117,0.123,0.411,2.90247230721728e-23
"Cks2",3.64161383190933e-27,-3.00328635973072,0.062,0.294,6.87973685124311e-23
"Morf4l2",1.06214761757714e-26,-1.19503634073054,0.501,0.78,2.00660927912673e-22
"Smc2",1.18767922998007e-26,-2.759243692263,0.071,0.313,2.24376360127834e-22
"Ss18",1.87050918131979e-25,-2.1669073322345,0.07,0.313,3.53376594534934e-21
"Prdx1",1.26879336592351e-22,1.0387169514705,0.935,0.799,2.3970044269027e-18
"Nucks1",3.12274092968819e-22,-1.44755870203951,0.41,0.706,5.89948216436693e-18
"Gpx1",8.10073421723738e-21,-1.460701864687,0.278,0.579,1.53039070832049e-16
"Actb",1.09916400210892e-20,-0.98203628161962,0.887,0.93,2.07654063278417e-16
"Hjurp",4.91954194272124e-20,-2.71000313013433,0.073,0.276,9.29399863818896e-16
"Aldoa",1.14469002521158e-19,1.10551041105713,0.785,0.542,2.16254839562971e-15
"Pbxip1",3.42959013924359e-19,4.02216626984812,0.332,0.028,6.479181691059e-15
"Tada1",1.70752329864486e-17,-1.99035453384044,0.096,0.304,3.22585301579987e-13
"Dnajc9",2.31768317523762e-17,-1.79757748246323,0.145,0.379,4.37856705465892e-13
"Parp1",5.8068898560855e-17,-1.79615700297538,0.112,0.327,1.09703763161167e-12
